fid,hovedtyper_fkey,langkode,kode_id,navn
368,407,NiN-3.0-T-C-PE-NA-MB-LC03-M020-02,LC03-M020-02,LC03-M020-02 Kalkrik innsjøbunn av grovt organisk materiale
369,407,NiN-3.0-T-C-PE-NA-MB-LC03-M020-01,LC03-M020-01,LC03-M020-01 Kalkfattig innsjøbunn av grovt organisk materiale
370,408,NiN-3.0-T-C-PE-NA-MB-LC02-M020-04,LC02-M020-04,LC02-M020-04 Svært kalkrik innsjøbunn av dy og gytje
371,408,NiN-3.0-T-C-PE-NA-MB-LC02-M020-03,LC02-M020-03,LC02-M020-03 Moderat kalkrik innsjøbunn av dy og gytje
372,408,NiN-3.0-T-C-PE-NA-MB-LC02-M020-02,LC02-M020-02,LC02-M020-02 Noe kalkfattig innsjøbunn av dy og gytje
373,408,NiN-3.0-T-C-PE-NA-MB-LC02-M020-01,LC02-M020-01,LC02-M020-01 Svært kalkfattig innsjøbunn av dy og gytje
374,409,NiN-3.0-T-C-PE-NA-MB-LC01-M020-03,LC01-M020-03,LC01-M020-03 Høljegjøl-bunn på fast torv
375,409,NiN-3.0-T-C-PE-NA-MB-LC01-M020-02,LC01-M020-02,LC01-M020-02 Kalkrik flarkgjøl-bunn på fast torv
376,409,NiN-3.0-T-C-PE-NA-MB-LC01-M020-01,LC01-M020-01,LC01-M020-01 Kalkfattig flarkgjøl-bunn på fast torv
377,410,NiN-3.0-T-C-PE-NA-MB-LB02-M020-03,LB02-M020-03,LB02-M020-03 Svært kalkrik undervannseng i innsjø
378,410,NiN-3.0-T-C-PE-NA-MB-LB02-M020-02,LB02-M020-02,LB02-M020-02 Moderat kalkrik undervannseng i innsjø
379,410,NiN-3.0-T-C-PE-NA-MB-LB02-M020-01,LB02-M020-01,LB02-M020-01 Kalkfattig undervannseng i innsjø
380,411,NiN-3.0-T-C-PE-NA-MB-LB01-M020-03,LB01-M020-03,LB01-M020-03 Svært kalkrik helofytt-ferskvannssump
381,411,NiN-3.0-T-C-PE-NA-MB-LB01-M020-02,LB01-M020-02,LB01-M020-02 Moderat kalkrik helofytt-ferskvannssump
382,411,NiN-3.0-T-C-PE-NA-MB-LB01-M020-01,LB01-M020-01,LB01-M020-01 Kalkfattig helofytt-ferskvannssump
383,412,NiN-3.0-T-C-PE-NA-MB-LA03-M020-03,LA03-M020-03,LA03-M020-03 Kalkrik afotisk innsjøbunn
384,412,NiN-3.0-T-C-PE-NA-MB-LA03-M020-02,LA03-M020-02,LA03-M020-02 Noe kalkfattig afotisk innsjøbunn
385,412,NiN-3.0-T-C-PE-NA-MB-LA03-M020-01,LA03-M020-01,LA03-M020-01 Svært kalkfattig afotisk innsjøbunn
386,413,NiN-3.0-T-C-PE-NA-MB-LA02-M020-08,LA02-M020-08,LA02-M020-08 Turbid innsjø-sedimentbunn
387,413,NiN-3.0-T-C-PE-NA-MB-LA02-M020-07,LA02-M020-07,LA02-M020-07 Kalkrik innsjø-sedimentbunn av blokker i strandkant og karplantebeltet
388,413,NiN-3.0-T-C-PE-NA-MB-LA02-M020-06,LA02-M020-06,LA02-M020-06 Kalkrik innsjø-sedimentbunn av leire i strandkant og karplantebelte
389,413,NiN-3.0-T-C-PE-NA-MB-LA02-M020-05,LA02-M020-05,LA02-M020-05 Svært kalkrik innsjø-sedimentbunn av silt til stein i strandkant og plantebeltet
390,413,NiN-3.0-T-C-PE-NA-MB-LA02-M020-04,LA02-M020-04,LA02-M020-04 Moderat kalkrik innsjø-sedimentbunn av silt til stein i strandkant og plantebeltet
391,413,NiN-3.0-T-C-PE-NA-MB-LA02-M020-03,LA02-M020-03,LA02-M020-03 Kalkfattig innsjø-sedimentbunn av blokker i strandkant og karplantebeltet
392,413,NiN-3.0-T-C-PE-NA-MB-LA02-M020-02,LA02-M020-02,LA02-M020-02 Noe kalkfattig innsjø-sedimentbunn av silt til stein i strandkant og plantebeltet
393,413,NiN-3.0-T-C-PE-NA-MB-LA02-M020-01,LA02-M020-01,LA02-M020-01 Svært kalkfattig innsjø-sedimentbunn av silt til stein i strandkant og plantebeltet
394,414,NiN-3.0-T-C-PE-NA-MB-LA01-M020-05,LA01-M020-05,LA01-M020-05 Turbid eufotisk fast innsjøbunn
395,414,NiN-3.0-T-C-PE-NA-MB-LA01-M020-04,LA01-M020-04,LA01-M020-04 Svært kalkrik fast strandkant-innsjøbunn
396,414,NiN-3.0-T-C-PE-NA-MB-LA01-M020-03,LA01-M020-03,LA01-M020-03 Moderat kalkrik fast strandkant-innsjøbunn
397,414,NiN-3.0-T-C-PE-NA-MB-LA01-M020-02,LA01-M020-02,LA01-M020-02 Noe kalkfattig fast strandkant-innsjøbunn
398,414,NiN-3.0-T-C-PE-NA-MB-LA01-M020-01,LA01-M020-01,LA01-M020-01 Svært kalkfattig fast strandkant-innsjøbunn
399,415,NiN-3.0-T-C-PE-NA-MB-IA01-M020-02,IA01-M020-02,IA01-M020-02 Polar havis-overside
400,415,NiN-3.0-T-C-PE-NA-MB-IA01-M020-01,IA01-M020-01,IA01-M020-01 Varig snø og breoverflate
401,278,NIN-3.0-T-C-PE-NA-VM-FM05-02,FM05-M020-02,FM05-M020-02 Sterkt endrede kalkrike elvevannmassesystemer preget av introduksjon eller bortfall av strukturerende organismer
402,278,NIN-3.0-T-C-PE-NA-VM-FM05-01,FM05-M020-01,FM05-M020-01 Sterkt endrede kalkfattige elvevannmassesystemer preget av introduksjon eller bortfall av strukturerende organismer
403,279,NIN-3.0-T-C-PE-NA-VM-FM04-01,FM04-M020-01,FM04-M020-01 Sterkt forsurede elvevannmassesystemer
404,280,NIN-3.0-T-C-PE-NA-VM-FM03-02,FM03-M020-02,FM03-M020-02 Sterkt endrede kalkrike innsjø-vannmassesystemer preget av introduksjon eller bortfall av strukturerende organismer
405,280,NIN-3.0-T-C-PE-NA-VM-FM03-01,FM03-M020-01,FM03-M020-01 Sterkt endrede kalkfattige innsjø-vannmassesystemer preget av introduksjon eller bortfall av strukturerende organismer
406,281,NIN-3.0-T-C-PE-NA-VM-FM02-04,FM02-M020-04,FM02-M020-04 Kronisk forsurede innsjø-vannmassesystemer
407,281,NIN-3.0-T-C-PE-NA-VM-FM02-03,FM02-M020-03,FM02-M020-03 Kronisk eutrofierte innsjø-vannmassesystemer
408,281,NIN-3.0-T-C-PE-NA-VM-FM02-02,FM02-M020-02,FM02-M020-02 Kronisk saltpåvirkede innsjø-vannmassesystemer
409,281,NIN-3.0-T-C-PE-NA-VM-FM02-01,FM02-M020-01,FM02-M020-01 Kronisk kjemisk påvirkede innsjø-vannmassesystemer
410,282,NIN-3.0-T-C-PE-NA-VM-FM01-08,FM01-M020-08,FM01-M020-08 Kalkrike lagdelte nye innsjø-vannmassesystemer med fisk
411,282,NIN-3.0-T-C-PE-NA-VM-FM01-07,FM01-M020-07,FM01-M020-07 Kalkrike grunne nye innsjø-vannmassesystemer med fisk
412,282,NIN-3.0-T-C-PE-NA-VM-FM01-06,FM01-M020-06,FM01-M020-06 Kalkfattige lagdelte nye innsjø-vannmassesystemer med fisk
413,282,NIN-3.0-T-C-PE-NA-VM-FM01-05,FM01-M020-05,FM01-M020-05 Kalkfattige grunne nye innsjø-vannmassesystemer med fisk
414,282,NIN-3.0-T-C-PE-NA-VM-FM01-04,FM01-M020-04,FM01-M020-04 Kalkrike lagdelte nye innsjø-vannmassesystemer uten fisk
415,282,NIN-3.0-T-C-PE-NA-VM-FM01-03,FM01-M020-03,FM01-M020-03 Kalkrike grunne nye innsjø-vannmassesystemer uten fisk
416,282,NIN-3.0-T-C-PE-NA-VM-FM01-02,FM01-M020-02,FM01-M020-02 Kalkfattige lagdelte nye innsjø-vannmassesystemer uten fisk
417,282,NIN-3.0-T-C-PE-NA-VM-FM01-01,FM01-M020-01,FM01-M020-01 Kalkfattige grunne nye innsjø-vannmassesystemer uten fisk
418,283,NIN-3.0-T-C-PE-NA-VM-FC05-02,FC05-M020-02,FC05-M020-02 Limniske vannmassesystemer på havis-overflate
419,283,NIN-3.0-T-C-PE-NA-VM-FC05-01,FC05-M020-01,FC05-M020-01 Limniske vannmassesystemer på breoverflate
420,284,NIN-3.0-T-C-PE-NA-VM-FC04-06,FC04-M020-06,FC04-M020-06 Oksygenfrie innsjø-vannmassesystemer betinget av humusrikt vann
421,284,NIN-3.0-T-C-PE-NA-VM-FC04-05,FC04-M020-05,FC04-M020-05 Oksygenfrie innsjø-vannmassesystemer betinget av kalkrikt vann
422,284,NIN-3.0-T-C-PE-NA-VM-FC04-04,FC04-M020-04,FC04-M020-04 Oksygenfrie innsjø-vannmassesystemer betinget av jernholdig vann
423,284,NIN-3.0-T-C-PE-NA-VM-FC04-03,FC04-M020-03,FC04-M020-03 Oksygenfrie innsjø-vannmassesystemer betinget av saltholdig kildevann
424,284,NIN-3.0-T-C-PE-NA-VM-FC04-02,FC04-M020-02,FC04-M020-02 Oksygenfrie innsjø-vannmassesystemer betinget av gammelt havvann
425,284,NIN-3.0-T-C-PE-NA-VM-FC04-01,FC04-M020-01,FC04-M020-01 Innsjø-vannmassesystemer med periodisk oksygenmangel
426,285,NIN-3.0-T-C-PE-NA-VM-FC03-02,FC03-M020-02,FC03-M020-02 Svært sterkt og disruptivt naturlig gjødslingspregede limniske vannmassesystemer
427,285,NIN-3.0-T-C-PE-NA-VM-FC03-01,FC03-M020-01,FC03-M020-01 Markert naturlig gjødslingspregede limniske vannmassesystemer
428,286,NIN-3.0-T-C-PE-NA-VM-FC02-01,FC02-M020-01,FC02-M020-01 Grottesjø-vannmassesystemer
429,287,NIN-3.0-T-C-PE-NA-VM-FC01-03,FC01-M020-03,FC01-M020-03 Svært turbide bresjø-vannmassesystemer
430,287,NIN-3.0-T-C-PE-NA-VM-FC01-02,FC01-M020-02,FC01-M020-02 Kalkrike turbide bresjø-vannmassesystemer
431,287,NIN-3.0-T-C-PE-NA-VM-FC01-01,FC01-M020-01,FC01-M020-01 Kalkfattige turbide bresjø-vannmassesystemer
432,288,NIN-3.0-T-C-PE-NA-VM-FB03-02,FB03-M020-02,FB03-M020-02 Elvevannmassesystemer med fisk
433,288,NIN-3.0-T-C-PE-NA-VM-FB03-01,FB03-M020-01,FB03-M020-01 Elvevannmassesystemer uten fisk
434,289,NIN-3.0-T-C-PE-NA-VM-FB02-18,FB02-M020-18,FB02-M020-18 Svært kalkrike grunne innsjø-vannmassesystemer med komplekst fiskesamfunn
435,289,NIN-3.0-T-C-PE-NA-VM-FB02-17,FB02-M020-17,FB02-M020-17 Moderat kalkrike grunne innsjø-vannmassesystemer med komplekst fiskesamfunn
436,289,NIN-3.0-T-C-PE-NA-VM-FB02-16,FB02-M020-16,FB02-M020-16 Noe kalkfattige og humøse grunne innsjø-vannmassesystemer med komplekst fiskesamfunn
437,289,NIN-3.0-T-C-PE-NA-VM-FB02-15,FB02-M020-15,FB02-M020-15 Noe kalkfattige og klare grunne innsjø-vannmassesystemer med komplekst fiskesamfunn
438,289,NIN-3.0-T-C-PE-NA-VM-FB02-14,FB02-M020-14,FB02-M020-14 Svært kalkfattige og humøse grunne innsjø-vannmassesystemer med komplekst fiskesamfunn
439,289,NIN-3.0-T-C-PE-NA-VM-FB02-13,FB02-M020-13,FB02-M020-13 Svært kalkfattige og klare grunne innsjø-vannmassesystemer med komplekst fiskesamfunn
440,289,NIN-3.0-T-C-PE-NA-VM-FB02-12,FB02-M020-12,FB02-M020-12 Svært kalkrike grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn
441,289,NIN-3.0-T-C-PE-NA-VM-FB02-11,FB02-M020-11,FB02-M020-11 Moderat kalkrike grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn
442,289,NIN-3.0-T-C-PE-NA-VM-FB02-10,FB02-M020-10,FB02-M020-10 Noe kalkfattige og humøse grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn
443,289,NIN-3.0-T-C-PE-NA-VM-FB02-09,FB02-M020-09,FB02-M020-09 Noe kalkfattige og klare grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn
444,289,NIN-3.0-T-C-PE-NA-VM-FB02-08,FB02-M020-08,FB02-M020-08 Svært kalkfattige og humøse grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn
445,289,NIN-3.0-T-C-PE-NA-VM-FB02-07,FB02-M020-07,FB02-M020-07 Svært kalkfattige og klare grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn
446,289,NIN-3.0-T-C-PE-NA-VM-FB02-06,FB02-M020-06,FB02-M020-06 Svært kalkrike grunne innsjø-vannmassesystemer med enkelt fiskesamfunn
447,289,NIN-3.0-T-C-PE-NA-VM-FB02-05,FB02-M020-05,FB02-M020-05 Moderat kalkrike grunne innsjø-vannmassesystemer med enkelt fiskesamfunn
448,289,NIN-3.0-T-C-PE-NA-VM-FB02-04,FB02-M020-04,FB02-M020-04 Noe kalkfattige og humøse grunne innsjø-vannmassesystemer med enkelt fiskesamfunn
449,289,NIN-3.0-T-C-PE-NA-VM-FB02-03,FB02-M020-03,FB02-M020-03 Noe kalkfattige og klare grunne innsjø-vannmassesystemer med enkelt fiskesamfunn
450,289,NIN-3.0-T-C-PE-NA-VM-FB02-02,FB02-M020-02,FB02-M020-02 Svært kalkfattige og humøse grunne innsjø-vannmassesystemer med enkelt fiskesamfunn
451,289,NIN-3.0-T-C-PE-NA-VM-FB02-01,FB02-M020-01,FB02-M020-01 Svært kalkfattige og klare grunne innsjø-vannmassesystemer med enkelt fiskesamfunn
452,290,NIN-3.0-T-C-PE-NA-VM-FB01-18,FB01-M020-18,FB01-M020-18 Svært kalkrike lagdelte innsjø-vannmassesystemer med komplekst fiskesamfunn
453,290,NIN-3.0-T-C-PE-NA-VM-FB01-17,FB01-M020-17,FB01-M020-17 Moderat kalkrike lagdelte innsjø-vannmassesystemer med komplekst fiskesamfunn
454,290,NIN-3.0-T-C-PE-NA-VM-FB01-16,FB01-M020-16,FB01-M020-16 Noe kalkfattige og humøse lagdelte innsjø-vannmassesystemer med komplekst fiskesamfunn
455,290,NIN-3.0-T-C-PE-NA-VM-FB01-15,FB01-M020-15,FB01-M020-15 Noe kalkfattige og klare lagdelte innsjø-vannmassesystemer med komplekst fiskesamfunn
456,290,NIN-3.0-T-C-PE-NA-VM-FB01-14,FB01-M020-14,FB01-M020-14 Svært kalkfattige og humøse lagdelte innsjø-vannmassesystemer med komplekst fiskesamfunn
457,290,NIN-3.0-T-C-PE-NA-VM-FB01-13,FB01-M020-13,FB01-M020-13 Svært kalkfattige og klare lagdelte innsjø-vannmassesystemer med komplekst fiskesamfunn
458,290,NIN-3.0-T-C-PE-NA-VM-FB01-12,FB01-M020-12,FB01-M020-12 Svært kalkrike lagdelte innsjø-vannmassesystemer med middels komplekst fiskesamfunn
459,290,NIN-3.0-T-C-PE-NA-VM-FB01-11,FB01-M020-11,FB01-M020-11 Moderat kalkrike lagdelte innsjø-vannmassesystemer med middels komplekst fiskesamfunn
460,290,NIN-3.0-T-C-PE-NA-VM-FB01-10,FB01-M020-10,FB01-M020-10 Noe kalkfattige og humøse lagdelte innsjø-vannmassesystemer med middels komplekst fiskesamfunn
461,290,NIN-3.0-T-C-PE-NA-VM-FB01-09,FB01-M020-09,FB01-M020-09 Noe kalkfattige og klare lagdelte innsjø-vannmassesystemer med middels komplekst fiskesamfunn
462,290,NIN-3.0-T-C-PE-NA-VM-FB01-08,FB01-M020-08,FB01-M020-08 Svært kalkfattige og humøse lagdelte innsjø-vannmassesystemer med middels komplekst fiskesamfunn
463,290,NIN-3.0-T-C-PE-NA-VM-FB01-07,FB01-M020-07,FB01-M020-07 Svært kalkfattige og klare lagdelte innsjø-vannmassesystemer med middels komplekst fiskesamfunn
464,290,NIN-3.0-T-C-PE-NA-VM-FB01-06,FB01-M020-06,FB01-M020-06 Svært kalkrike lagdelte innsjø-vannmassesystemer med enkelt fiskesamfunn
465,290,NIN-3.0-T-C-PE-NA-VM-FB01-05,FB01-M020-05,FB01-M020-05 Moderat kalkrike lagdelte innsjø-vannmassesystemer med enkelt fiskesamfunn
466,290,NIN-3.0-T-C-PE-NA-VM-FB01-04,FB01-M020-04,FB01-M020-04 Noe kalkfattige og humøse lagdelte innsjø-vannmassesystemer med enkelt fiskesamfunn
467,290,NIN-3.0-T-C-PE-NA-VM-FB01-03,FB01-M020-03,FB01-M020-03 Noe kalkfattige og klare lagdelte innsjø-vannmassesystemer med enkelt fiskesamfunn
468,290,NIN-3.0-T-C-PE-NA-VM-FB01-02,FB01-M020-02,FB01-M020-02 Svært kalkfattige og humøse lagdelte innsjø-vannmassesystemer med enkelt fiskesamfunn
469,290,NIN-3.0-T-C-PE-NA-VM-FB01-01,FB01-M020-01,FB01-M020-01 Svært kalkfattige og klare lagdelte innsjø-vannmassesystemer med enkelt fiskesamfunn
470,291,NIN-3.0-T-C-PE-NA-VM-FA02-17,FA02-M020-17,FA02-M020-17 Små og grunne humøse innsjø-vannmassesystemer uten fisk
471,291,NIN-3.0-T-C-PE-NA-VM-FA02-16,FA02-M020-16,FA02-M020-16 Svært kalkrike og humøse små grunne innsjø-vannmassesystemer uten fisk
472,291,NIN-3.0-T-C-PE-NA-VM-FA02-15,FA02-M020-15,FA02-M020-15 Svært kalkrike og humøse store grunne innsjø-vannmassesystemer uten fisk
473,291,NIN-3.0-T-C-PE-NA-VM-FA02-14,FA02-M020-14,FA02-M020-14 Svært kalkrike og klare små grunne innsjø-vannmassesystemer uten fisk
474,291,NIN-3.0-T-C-PE-NA-VM-FA02-13,FA02-M020-13,FA02-M020-13 Svært kalkrike og klare store grunne innsjø-vannmassesystemer uten fisk
475,291,NIN-3.0-T-C-PE-NA-VM-FA02-12,FA02-M020-12,FA02-M020-12 Moderat kalkrike og humøse små grunne innsjø-vannmassesystemer uten fisk
476,291,NIN-3.0-T-C-PE-NA-VM-FA02-11,FA02-M020-11,FA02-M020-11 Moderat kalkrike og humøse store grunne innsjø-vannmassesystemer uten fisk
477,291,NIN-3.0-T-C-PE-NA-VM-FA02-10,FA02-M020-10,FA02-M020-10 Moderat kalkrike og klare små grunne innsjø-vannmassesystemer uten fisk
478,291,NIN-3.0-T-C-PE-NA-VM-FA02-09,FA02-M020-09,FA02-M020-09 Moderat kalkrike og klare store grunne innsjø-vannmassesystemer uten fisk
479,291,NIN-3.0-T-C-PE-NA-VM-FA02-08,FA02-M020-08,FA02-M020-08 Noe kalkfattige og humøse små grunne innsjø-vannmassesystemer uten fisk
480,291,NIN-3.0-T-C-PE-NA-VM-FA02-07,FA02-M020-07,FA02-M020-07 Noe kalkfattige og humøse store grunne innsjø-vannmassesystemer uten fisk
481,291,NIN-3.0-T-C-PE-NA-VM-FA02-06,FA02-M020-06,FA02-M020-06 Noe kalkfattige og klare små grunne innsjø-vannmassesystemer uten fisk
482,291,NIN-3.0-T-C-PE-NA-VM-FA02-05,FA02-M020-05,FA02-M020-05 Noe kalkfattige og klare store grunne innsjø-vannmassesystemer uten fisk
483,291,NIN-3.0-T-C-PE-NA-VM-FA02-04,FA02-M020-04,FA02-M020-04 Svært kalkfattige og humøse små grunne innsjø-vannmassesystemer uten fisk
484,291,NIN-3.0-T-C-PE-NA-VM-FA02-03,FA02-M020-03,FA02-M020-03 Svært kalkfattige og humøse store grunne innsjø-vannmassesystemer uten fisk
485,291,NIN-3.0-T-C-PE-NA-VM-FA02-02,FA02-M020-02,FA02-M020-02 Svært kalkfattige og klare små grunne innsjø-vannmassesystemer uten fisk
486,291,NIN-3.0-T-C-PE-NA-VM-FA02-01,FA02-M020-01,FA02-M020-01 Svært kalkfattige og klare store grunne innsjø-vannmassesystemer uten fisk
487,292,NIN-3.0-T-C-PE-NA-VM-FA01-06,FA01-M020-06,FA01-M020-06 Svært kalkrike lagdelte innsjø-vannmassesystemer uten fisk
488,292,NIN-3.0-T-C-PE-NA-VM-FA01-05,FA01-M020-05,FA01-M020-05 Moderat kalkrike lagdelte innsjø-vannmassesystemer uten fisk
489,292,NIN-3.0-T-C-PE-NA-VM-FA01-04,FA01-M020-04,FA01-M020-04 Noe kalkfattige og humøse lagdelte innsjø-vannmassesystemer uten fisk
490,292,NIN-3.0-T-C-PE-NA-VM-FA01-03,FA01-M020-03,FA01-M020-03 Noe kalkfattige og klare lagdelte innsjø-vannmassesystemer uten fisk
491,292,NIN-3.0-T-C-PE-NA-VM-FA01-02,FA01-M020-02,FA01-M020-02 Svært kalkfattige og humøse lagdelte innsjø-vannmassesystemer uten fisk
492,292,NIN-3.0-T-C-PE-NA-VM-FA01-01,FA01-M020-01,FA01-M020-01 Svært kalkfattige og klare lagdelte innsjø-vannmassesystemer uten fisk
493,278,NIN-3.0-T-C-PE-NA-VM-FM05-02,FM05-M020-02,FM05-M020-02 Sterkt endrede kalkrike elvevannmassesystemer preget av introduksjon eller bortfall av strukturerende organismer
494,278,NIN-3.0-T-C-PE-NA-VM-FM05-01,FM05-M020-01,FM05-M020-01 Sterkt endrede kalkfattige elvevannmassesystemer preget av introduksjon eller bortfall av strukturerende organismer
495,279,NIN-3.0-T-C-PE-NA-VM-FM04-01,FM04-M020-01,FM04-M020-01 Sterkt forsurede elvevannmassesystemer
496,280,NIN-3.0-T-C-PE-NA-VM-FM03-02,FM03-M020-02,FM03-M020-02 Sterkt endrede kalkrike innsjø-vannmassesystemer preget av introduksjon eller bortfall av strukturerende organismer
497,280,NIN-3.0-T-C-PE-NA-VM-FM03-01,FM03-M020-01,FM03-M020-01 Sterkt endrede kalkfattige innsjø-vannmassesystemer preget av introduksjon eller bortfall av strukturerende organismer
498,281,NIN-3.0-T-C-PE-NA-VM-FM02-04,FM02-M020-04,FM02-M020-04 Kronisk forsurede innsjø-vannmassesystemer
499,281,NIN-3.0-T-C-PE-NA-VM-FM02-03,FM02-M020-03,FM02-M020-03 Kronisk eutrofierte innsjø-vannmassesystemer
500,281,NIN-3.0-T-C-PE-NA-VM-FM02-02,FM02-M020-02,FM02-M020-02 Kronisk saltpåvirkede innsjø-vannmassesystemer
501,281,NIN-3.0-T-C-PE-NA-VM-FM02-01,FM02-M020-01,FM02-M020-01 Kronisk kjemisk påvirkede innsjø-vannmassesystemer
502,282,NIN-3.0-T-C-PE-NA-VM-FM01-08,FM01-M020-08,FM01-M020-08 Kalkrike lagdelte nye innsjø-vannmassesystemer med fisk
503,282,NIN-3.0-T-C-PE-NA-VM-FM01-07,FM01-M020-07,FM01-M020-07 Kalkrike grunne nye innsjø-vannmassesystemer med fisk
504,282,NIN-3.0-T-C-PE-NA-VM-FM01-06,FM01-M020-06,FM01-M020-06 Kalkfattige lagdelte nye innsjø-vannmassesystemer med fisk
505,282,NIN-3.0-T-C-PE-NA-VM-FM01-05,FM01-M020-05,FM01-M020-05 Kalkfattige grunne nye innsjø-vannmassesystemer med fisk
506,282,NIN-3.0-T-C-PE-NA-VM-FM01-04,FM01-M020-04,FM01-M020-04 Kalkrike lagdelte nye innsjø-vannmassesystemer uten fisk
507,282,NIN-3.0-T-C-PE-NA-VM-FM01-03,FM01-M020-03,FM01-M020-03 Kalkrike grunne nye innsjø-vannmassesystemer uten fisk
508,282,NIN-3.0-T-C-PE-NA-VM-FM01-02,FM01-M020-02,FM01-M020-02 Kalkfattige lagdelte nye innsjø-vannmassesystemer uten fisk
509,282,NIN-3.0-T-C-PE-NA-VM-FM01-01,FM01-M020-01,FM01-M020-01 Kalkfattige grunne nye innsjø-vannmassesystemer uten fisk
510,283,NIN-3.0-T-C-PE-NA-VM-FC05-02,FC05-M020-02,FC05-M020-02 Limniske vannmassesystemer på havis-overflate
511,283,NIN-3.0-T-C-PE-NA-VM-FC05-01,FC05-M020-01,FC05-M020-01 Limniske vannmassesystemer på breoverflate
512,284,NIN-3.0-T-C-PE-NA-VM-FC04-06,FC04-M020-06,FC04-M020-06 Oksygenfrie innsjø-vannmassesystemer betinget av humusrikt vann
513,284,NIN-3.0-T-C-PE-NA-VM-FC04-05,FC04-M020-05,FC04-M020-05 Oksygenfrie innsjø-vannmassesystemer betinget av kalkrikt vann
514,284,NIN-3.0-T-C-PE-NA-VM-FC04-04,FC04-M020-04,FC04-M020-04 Oksygenfrie innsjø-vannmassesystemer betinget av jernholdig vann
515,284,NIN-3.0-T-C-PE-NA-VM-FC04-03,FC04-M020-03,FC04-M020-03 Oksygenfrie innsjø-vannmassesystemer betinget av saltholdig kildevann
516,284,NIN-3.0-T-C-PE-NA-VM-FC04-02,FC04-M020-02,FC04-M020-02 Oksygenfrie innsjø-vannmassesystemer betinget av gammelt havvann
517,284,NIN-3.0-T-C-PE-NA-VM-FC04-01,FC04-M020-01,FC04-M020-01 Innsjø-vannmassesystemer med periodisk oksygenmangel
518,285,NIN-3.0-T-C-PE-NA-VM-FC03-02,FC03-M020-02,FC03-M020-02 Svært sterkt og disruptivt naturlig gjødslingspregede limniske vannmassesystemer
519,285,NIN-3.0-T-C-PE-NA-VM-FC03-01,FC03-M020-01,FC03-M020-01 Markert naturlig gjødslingspregede limniske vannmassesystemer
520,286,NIN-3.0-T-C-PE-NA-VM-FC02-01,FC02-M020-01,FC02-M020-01 Grottesjø-vannmassesystemer
521,287,NIN-3.0-T-C-PE-NA-VM-FC01-03,FC01-M020-03,FC01-M020-03 Svært turbide bresjø-vannmassesystemer
522,287,NIN-3.0-T-C-PE-NA-VM-FC01-02,FC01-M020-02,FC01-M020-02 Kalkrike turbide bresjø-vannmassesystemer
523,287,NIN-3.0-T-C-PE-NA-VM-FC01-01,FC01-M020-01,FC01-M020-01 Kalkfattige turbide bresjø-vannmassesystemer
524,288,NIN-3.0-T-C-PE-NA-VM-FB03-02,FB03-M020-02,FB03-M020-02 Elvevannmassesystemer med fisk
525,288,NIN-3.0-T-C-PE-NA-VM-FB03-01,FB03-M020-01,FB03-M020-01 Elvevannmassesystemer uten fisk
526,289,NIN-3.0-T-C-PE-NA-VM-FB02-18,FB02-M020-18,FB02-M020-18 Svært kalkrike grunne innsjø-vannmassesystemer med komplekst fiskesamfunn
527,289,NIN-3.0-T-C-PE-NA-VM-FB02-17,FB02-M020-17,FB02-M020-17 Moderat kalkrike grunne innsjø-vannmassesystemer med komplekst fiskesamfunn
528,289,NIN-3.0-T-C-PE-NA-VM-FB02-16,FB02-M020-16,FB02-M020-16 Noe kalkfattige og humøse grunne innsjø-vannmassesystemer med komplekst fiskesamfunn
529,289,NIN-3.0-T-C-PE-NA-VM-FB02-15,FB02-M020-15,FB02-M020-15 Noe kalkfattige og klare grunne innsjø-vannmassesystemer med komplekst fiskesamfunn
530,289,NIN-3.0-T-C-PE-NA-VM-FB02-14,FB02-M020-14,FB02-M020-14 Svært kalkfattige og humøse grunne innsjø-vannmassesystemer med komplekst fiskesamfunn
531,289,NIN-3.0-T-C-PE-NA-VM-FB02-13,FB02-M020-13,FB02-M020-13 Svært kalkfattige og klare grunne innsjø-vannmassesystemer med komplekst fiskesamfunn
532,289,NIN-3.0-T-C-PE-NA-VM-FB02-12,FB02-M020-12,FB02-M020-12 Svært kalkrike grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn
533,289,NIN-3.0-T-C-PE-NA-VM-FB02-11,FB02-M020-11,FB02-M020-11 Moderat kalkrike grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn
534,289,NIN-3.0-T-C-PE-NA-VM-FB02-10,FB02-M020-10,FB02-M020-10 Noe kalkfattige og humøse grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn
535,289,NIN-3.0-T-C-PE-NA-VM-FB02-09,FB02-M020-09,FB02-M020-09 Noe kalkfattige og klare grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn
536,289,NIN-3.0-T-C-PE-NA-VM-FB02-08,FB02-M020-08,FB02-M020-08 Svært kalkfattige og humøse grunne innsjø-vannmassesystemer med middels komplekst fiskesamfunn
